articleID;review1;review2;review3
531;7432950|B'nisl' b've' b'a' b'a' b'eu' b'mollis' b'a' b'a' b'morbi' b'a' b'lorem'.|reject;7433085|B'nisi' b'eu' b'et' b'est' b'a' b'massa' b'a' b'a' b'a' b've' b'nisi' b'a' b'a' b'a' b'per'.|accept;7432898|B'nisl' b'mi' b'ad' b'dis' b'a' b'nec' b'mattis' b'hac'.|accept
532;7432995|B'nunc' b'ut' b'a' b'a' b'at'.|accept;7432927|B'ante' b'in'.|accept;7433077|B'nisl' b've' b'ac' b'a'.|reject
533;7432974|B'nisi' b'id' b'a' b'platea' b'pede' b'ut' b'integer' b'proin'.|accept;7432968|B'cras' b've'.|accept;7433091|B'erat' b'eu'.|reject
534;7432984|B'ante' b'ut' b'eu' b'a' b'vel' b'ad' b'dui' b'a'.|reject;7432979|B'quis' b'mi' b'a' b'a' b'a' b'est' b'a' b'mi' b'a' b'mi' b'a'.|accept;7433082|B'erat' b'at'.|accept
535;7433031|B'amet' b'id' b'a'.|accept;7432879|B'erat' b'at' b'quis'.|reject;7432872|B'nisl' b'ad' b'a' b'a' b'a' b'proin' b'a' b'a'.|accept
536;7432917|B'ante' b'eu'.|accept;7433083|B'amet' b'in' b'id'.|accept;7432963|B'eget' b'at' b'a' b'a' b'a'.|reject
537;7433105|B'urna' b'eu' b'in' b've' b'a' b'a'.|accept;7432891|B'amet' b'mi'.|reject;7432990|B'amet' b'et'.|accept
538;7433064|B'pede' b'ac' b'a' b'id' b'at' b'sem' b'a' b'a' b'et'.|reject;7432913|B'eros' b'mi' b'a' b'semper' b'donec' b'eni' b'a' b'a' b'felis' b'diam' b'est' b'a' b'a'.|accept;7432932|B'nunc' b'ac'.|accept
539;7432897|B'nisi' b'et' b'a' b'litora' b'id' b'taciti' b'a' b'a' b'a'.|accept;7433056|B'pede' b'et' b'a' b'sem' b'a' b'a' b'a' b'in' b'a' b'a' b'adipiscing' b'enim'.|reject;7432886|B'enim' b'mi' b'a' b'quisque' b'laoreet' b'a'.|accept
540;7432964|B'nunc' b'ut' b'a' b'eni' b'a'.|reject;7433011|B'ante' b'at' b've' b'sagittis'.|accept;7432966|B'erat' b'id' b'a' b'a' b'porta'.|accept
541;7432991|B'odio' b'in'.|accept;7433083|B'ante' b'eu' b'a' b'in' b'nec' b'et' b'nisl' b'orci'.|reject;7432932|B'elit' b'ac'.|accept
542;7432955|B'orci' b'ac' b'mi' b'dis' b'leo' b'dictum' b'a' b'a' b'rhoncus' b'nec' b'a'.|accept;7432983|B'eget' b'at'.|reject;7432942|B'elit' b'et'.|accept
543;7432926|B'nisi' b'ut' b'a' b'in' b'non' b'montes' b'at' b'a'.|reject;7433060|B'nisi' b'ut' b'aliquet' b'volutpat' b'sem' b'a'.|accept;7433005|B'erat' b'mi' b've' b'augue' b'id' b'a' b'a'.|accept
544;7433035|B'diam' b'eu' b'a' b'per' b'class' b'eget' b'hac' b'mi' b'cubilia' b'eget' b'a' b'sapien' b'risus'.|reject;7433040|B'orci' b'id'.|accept;7432934|B'cras' b've' b'a' b'mattis' b'interdum' b'in' b'non' b'in'.|accept
545;7432930|B'quis' b'mi'.|reject;7432957|B'arcu' b'in' b'a' b'a' b'a' b'duis' b'a' b'at'.|accept;7432985|B'cras' b've' b'eu' b'in' b'a' b'volutpat' b'pellentesque' b'ante'.|accept
546;7432941|B'cras' b'mi' b'a' b'ipsum' b'orci' b'cras' b'vel'.|reject;7432968|B'arcu' b'at' b'a' b'curabitur' b'a' b've' b'cum'.|accept;7432874|B'arcu' b'ac'.|accept
547;7433111|B'nibh' b'et' b've' b'a'.|accept;7432900|B'urna' b'ac' b'a' b'mi' b'suscipit'.|accept;7432976|B'urna' b've' b'a' b'a' b'a' b'eu'.|reject
548;7432865|B'eros' b'ac' b'euismod' b'metus'.|reject;7432891|B'enim' b'mi' b'a' b'vitae' b'dui'.|accept;7432926|B'urna' b've' b'in' b'risus' b've' b'a' b'arcu' b'a' b'commodo' b'a' b'et'.|accept
549;7432939|B'eget' b'ut'.|accept;7433095|B'quis' b'et' b'a' b'a' b'a'.|accept;7433025|B'ante' b'mi' b'ac' b'mi' b'vehicula' b'a' b'nam' b'lectus' b'dui' b'a' b'velit' b'a' b'diam'.|reject
550;7432915|B'ante' b'id' b'a' b'porta' b'eget' b'orci' b'a' b'a' b'a'.|reject;7433101|B'arcu' b'ac' b'a' b'dui' b'eros' b'vel' b'eu' b'lacus' b'a'.|accept;7432953|B'cras' b've' b'a' b'ut' b'a' b'a'.|accept
551;7432907|B'eget' b'ut'.|accept;7433043|B'quis' b'id'.|accept;7433083|B'orci' b'ut'.|reject
552;7432999|B'nunc' b'in'.|accept;7433097|B'cras' b'at'.|reject;7432976|B'pede' b'ac' b'a' b'at' b'et' b'a' b'a'.|accept
553;7432916|B'nisi' b'ac' b'in' b'a'.|accept;7432909|B'cras' b'in' b'a' b'nec' b'a' b'nam'.|accept;7432937|B'orci' b'at' b'a' b'a' b'a' b'a'.|reject
554;7433098|B'amet' b'at' b'a'.|accept;7433078|B'eros' b'at' b'a' b'a' b'primis' b'hac' b'a' b'nisi'.|accept;7433091|B'pede' b'at'.|reject
570;7432888|B'quis' b'eu' b'id' b'a' b'a' b'a' b'ad' b'eni' b'facilisis' b'urna' b'eu' b'a' b'donec'.|accept;7432968|B'nisi' b'ad' b'a' b'per' b'ligula' b'a'.|reject;7432915|B'eget' b've' b'a' b'ut' b'a' b'eget' b'a' b'habitant' b'a'.|accept
573;7433014|B'eros' b'mi' b'at'.|accept;7432975|B'enim' b'at' b'ut' b'a' b'a'.|reject;7433057|B'amet' b'et'.|accept
574;7433024|B'nisl' b'eu' b'a' b'a'.|accept;7433028|B'quam' b'et' b'a' b'mus' b'lacus' b'a' b'arcu'.|accept;7433063|B'arcu' b'mi' b'a' b'lacus' b'mus' b'eni' b'et' b'aptent' b'a' b'eni' b'enim' b'nec' b'ad' b'semper' b'felis' b'id'.|reject
575;7432908|B'nisi' b'ac' b'cras' b'a' b'non'.|reject;7433013|B'arcu' b'ac' b'a' b'a' b'a' b'ligula' b'non' b'potenti'.|accept;7432868|B'eget' b'et' b'a' b'dui' b'a' b'a' b'ac' b'a' b'id' b'a' b'a'.|accept
576;7432907|B'ante' b'at' b'eu' b'ut' b'a' b'quis' b'a'.|reject;7432920|B'pede' b'ac' b'in' b'habitant' b'a' b'sed' b'diam'.|accept;7432871|B'erat' b'eu' b'a' b'quam' b'a' b'a' b'justo' b'a' b'proin' b'a'.|accept
577;7433020|B'nunc' b'at' b'a' b'et' b'magnis' b'mus' b'curae' b'libero' b'proin'.|accept;7432914|B'duis' b'at' b'a' b'magna' b'a' b'elit' b'a' b'in' b'sapien' b'eu'.|reject;7432959|B'nisl' b'id'.|accept
579;7433035|B'cras' b'ac' b'a' b'torquent' b'a' b'mus' b'a' b'etiam'.|accept;7432895|B'urna' b'id' b'a' b'a' b'a'.|accept;7432997|B'enim' b'mi' b'a' b'ad'.|reject
580;7433027|B'orci' b'ac' b'a' b'a' b'ac' b'etiam' b'a' b'vel' b'a'.|accept;7433068|B'duis' b'ad' b'a' b'a' b'ac' b'odio' b'pede' b'a' b'a'.|accept;7432926|B'nisi' b'eu' b'a' b'ad' b'pede' b'a' b'nulla' b'ac' b'hac' b'a' b'sit' b'mus' b'a' b'a' b'a' b'per'.|reject
581;7432870|B'diam' b'mi' b'a' b'a' b'a' b'erat' b'a' b'dis' b'mauris' b'sociis' b'iaculis'.|accept;7433099|B'pede' b'id' b'mi' b'a' b'a' b'nunc' b'a' b'a'.|accept;7433029|B'amet' b'id' b'in' b'curae'.|reject
583;7433004|B'nisl' b'id' b'a' b'quis' b'eu'.|accept;7432886|B'quam' b've' b'a' b'ante' b'ad' b'mi' b'vel' b'dictumst' b'id' b'sem' b'a' b'posuere'.|reject;7432879|B'odio' b'at' b'a' b'hac' b'semper' b'ad' b'a'.|accept
584;7432965|B'quis' b'eu' b'a' b'mus' b'nibh' b'tempus' b'a'.|reject;7432983|B'eget' b've' b'nunc' b'a' b'a' b'a' b'a' b'hac' b'duis' b'a'.|accept;7432943|B'elit' b've' b'et' b'purus' b'lectus'.|accept
585;7433022|B'quam' b'at' b'a' b'a' b'a'.|accept;7432916|B'nisl' b'eu' b'a' b'a' b'per' b'odio' b'ante'.|reject;7433107|B'eros' b'at' b'mi'.|accept
27893;7433046|B'urna' b'ad' b'a' b'a' b'a' b'nonummy' b'a' b'sed' b'eros' b'erat' b'a' b'a'.|reject;7432937|B'quam' b'eu' b'arcu' b'semper' b'a' b'sollicitudin' b'dis' b'est'.|accept;7433010|B'enim' b'et'.|accept
27894;7433069|B'nibh' b'ut' b'a' b'eni' b'natoque' b'magna' b'amet' b'netus' b'est' b'a' b'a'.|accept;7433005|B'diam' b've'.|accept;7433076|B'nisi' b'et'.|reject
27895;7432904|B'amet' b'ad' b'a' b'a' b'a' b'at'.|accept;7432926|B'odio' b'ac' b've' b'platea' b'a' b'mi' b'a' b'ad' b'torquent' b'a' b'dis' b'nullam' b'ipsum' b'hac' b'a'.|accept;7432939|B'cras' b'mi' b'a' b'cum' b'a'.|reject
27896;7432995|B'pede' b'ac' b'a' b'aenean' b've' b'a' b've' b'ornare' b'eni' b'class' b'nullam'.|reject;7432923|B'cras' b'id' b'a' b'taciti' b'diam' b'venenatis' b'dui'.|accept;7433050|B'odio' b'id' b'at' b'hac' b'non' b'a' b'cras'.|accept
27897;7433112|B'duis' b'id' b'a' b'a'.|accept;7433072|B'pede' b'ad' b'a' b'a' b'lorem' b'enim' b'neque' b'ut'.|reject;7432913|B'orci' b'mi' b'a' b'a' b'cubilia' b'nec' b'a' b'a'.|accept
27898;7432967|B'quis' b'eu' b'a'.|reject;7432968|B'elit' b'ut' b'nisl' b'a' b'nec' b'conubia' b'morbi' b'ut' b'a' b'a' b'a' b'montes' b'neque' b'sem'.|accept;7432940|B'erat' b'ac' b'a' b'ac' b'montes' b'a' b'nullam' b'convallis' b'laoreet' b'a'.|accept
27899;7433101|B'eros' b'id' b'a' b'a'.|accept;7432901|B'nibh' b'eu' b'mi' b'leo' b'cum' b'semper' b'eu' b'a'.|reject;7432926|B'duis' b'ac' b'aliquet'.|accept
27900;7433033|B'arcu' b'ut' b'id' b'accumsan' b'a' b'per' b'sociis' b'a'.|accept;7432899|B'eros' b'id' b'a' b'montes' b'a'.|reject;7433034|B'eget' b've' b'a' b'in' b'pede' b'ac'.|accept
27901;7432981|B'eros' b'at' b'a' b'duis' b'a'.|accept;7432866|B'nisi' b'ac' b've'.|reject;7432987|B'duis' b'ad' b'ac' b'nulla' b'a' b'sem' b'cras' b'orci' b'massa' b'sed' b'leo' b'id'.|accept
27902;7433104|B'duis' b'et' b'a'.|accept;7432893|B'pede' b'id'.|accept;7432959|B'ante' b'ad'.|reject
27903;7432996|B'eros' b'ut'.|reject;7433039|B'elit' b'ad' b'a' b'a' b'a' b'a' b'elit' b've' b'eu' b'placerat' b'a' b'eni'.|accept;7432932|B'erat' b'ad' b'a' b'nec' b'ullamcorper' b'a'.|accept
27904;7433113|B'eget' b've' b'a' b'hac' b'erat' b'diam' b'dis' b'a'.|accept;7433020|B'urna' b'ut'.|reject;7433062|B'duis' b've' b'a'.|accept
27905;7432991|B'urna' b'id' b'a'.|accept;7433010|B'pede' b'ut' b'a' b'a' b'senectus' b'erat'.|reject;7432897|B'nisl' b'in' b'a' b'a' b'dolor' b'cras' b'ac'.|accept
27906;7433055|B'eros' b've' b'a' b'a' b'auctor' b'porttitor' b'laoreet'.|reject;7432965|B'nunc' b'eu'.|accept;7433002|B'amet' b'et' b'a' b'a' b'magna' b'fames' b'at' b'eu'.|accept
27907;7432956|B'nibh' b'mi' b'a' b'a' b'in' b'luctus' b'ipsum' b've' b'a' b'ac'.|accept;7432938|B'eget' b've' b'a' b'mus' b'arcu' b'pede' b'quis' b'a' b'a' b'in' b'id' b'ac' b'a'.|accept;7433018|B'pede' b'ut'.|reject
27908;7433049|B'odio' b'ad' b'in' b've' b'hac'.|reject;7432881|B'nisi' b'ac' b'a' b'nam' b'a'.|accept;7432903|B'duis' b'at' b'duis' b'platea' b'a' b'a' b'proin'.|accept
27909;7433084|B'odio' b'at' b'a' b'ut' b'a' b'sed' b'a' b'massa' b'a' b'a'.|accept;7432984|B'nisl' b'et' b'a' b'a' b'a' b'iaculis' b'cum' b'a' b'a' b'a' b'mi'.|reject;7432867|B'quam' b'ad' b'a' b'eget' b'proin'.|accept
27910;7432936|B'ante' b'mi' b'ad' b'a' b'nisi' b'a' b've' b'a'.|reject;7433078|B'orci' b'in' b'a' b'a' b'quis' b'a' b'a'.|accept;7433003|B'nisi' b'ac' b'a' b'a' b'a' b'nisi'.|accept
27911;7432915|B'enim' b'id' b'a' b'est' b'cras' b'per' b'eu'.|reject;7433086|B'diam' b'ut' b'duis' b'a' b'a' b'a' b'ut' b'a' b've' b'sit' b'nullam' b'a' b'a' b'ut' b'a' b'in'.|accept;7433082|B'orci' b'id' b'a' b'a' b'in' b'tempor' b'a' b'a' b'a' b'nam' b've' b'porta' b'at' b'a' b'ad'.|accept
27912;7433061|B'nibh' b'in' b'a' b'a'.|accept;7433076|B'cras' b've' b'a' b'a' b'a' b'ut'.|reject;7432987|B'quam' b'eu' b'a' b'a' b'sit' b'a' b'a' b'vestibulum' b'nunc' b'fusce' b'mi' b'luctus' b'a' b'a'.|accept
27913;7432956|B'quam' b'et' b'a' b'a'.|accept;7432872|B'enim' b'ut' b'a' b'hac' b'tempor' b'ac'.|accept;7433092|B'nisl' b'ut' b'et' b'a' b'a' b'a' b'ac' b'a'.|reject
27914;7432902|B'amet' b'ac' b'eu' b'odio' b'a' b'hymenaeos'.|reject;7432937|B'nisi' b'ac' b'in' b'a'.|accept;7433085|B'eget' b'mi' b'nunc' b'ac' b'mi' b'ligula' b'etiam'.|accept
27915;7432949|B'arcu' b'at'.|accept;7433005|B'pede' b'ut'.|reject;7432972|B'eros' b'mi' b'urna' b'a' b'quisque' b'per' b'a' b'a' b'sem'.|accept
27916;7433024|B'urna' b'et' b'integer' b'erat' b'a' b'justo' b'iaculis' b'dui'.|accept;7432965|B'orci' b'ut' b'a'.|reject;7432950|B'urna' b'id' b'a' b'lorem' b'mattis' b'a' b'mi' b'a' b'ligula'.|accept
27917;7432901|B'quis' b'ut'.|accept;7433066|B'quam' b'et' b'a' b'quam' b'a' b'a'.|accept;7433113|B'enim' b'eu'.|reject
27918;7433105|B'diam' b'at'.|reject;7432949|B'quam' b'eu' b'a' b'eu' b'non' b'ac' b'cursus' b'aliquam' b'a' b'in'.|accept;7433055|B'nisi' b've' b'eu' b'arcu' b'cras' b'suspendisse' b'tellus'.|accept
27919;7432937|B'urna' b'eu'.|reject;7432871|B'urna' b'ut' b'ad' b'eni' b'mi' b'iaculis' b'etiam' b'a' b'leo'.|accept;7433086|B'duis' b'at' b'a' b'risus' b'a' b'pede' b'a'.|accept
27920;7432912|B'orci' b'ut' b'a' b'a' b'a' b'eu'.|accept;7432943|B'ante' b'in' b'ac' b'per' b'a' b'sagittis' b'amet' b'a' b'eni' b'nibh'.|reject;7432921|B'ante' b'mi' b'a' b'eget' b'a' b'a' b'at' b'a' b'a' b'a' b'mi'.|accept
27921;7433014|B'orci' b'eu' b'a' b'ac' b'a' b'a' b'varius' b'vitae'.|reject;7433019|B'quis' b've' b'ad' b'cras' b'non' b'ad' b'a'.|accept;7432956|B'ante' b'eu' b'aliquet' b'senectus' b'sit' b'a' b'id' b'a' b'rutrum' b'orci' b'at' b'a' b'etiam' b'dui' b'a'.|accept
27922;7433095|B'cras' b'ad'.|accept;7433081|B'nunc' b'ac'.|reject;7433113|B'eros' b'ad' b'id' b'est' b'mi' b'a' b'eu' b'a' b'a' b'justo' b'at'.|accept
27923;7433082|B'enim' b've' b'ad' b'lacus' b'a' b'ut'.|accept;7432959|B'enim' b'ut' b'a' b'odio' b'a'.|reject;7432881|B'odio' b'mi' b'a' b'in' b'a'.|accept
27924;7432867|B'amet' b'ut'.|accept;7432872|B'amet' b'et' b'a' b'a' b'turpis' b'a'.|reject;7433060|B'eros' b'at' b'cras' b'class' b'nisi'.|accept
27925;7432973|B'amet' b've' b'a' b'arcu' b'a' b'vel' b'nullam' b'dictum' b'et'.|reject;7433003|B'diam' b'id' b'a' b'ac' b'enim' b'amet' b'lectus' b'a' b'a' b'et' b'a' b'dis' b'a'.|accept;7432953|B'nunc' b'at' b'et' b'leo' b'vitae' b'etiam' b'quis' b'nisi' b'a' b'a'.|accept
27926;7433090|B'quis' b'mi' b'a' b'a' b'aenean' b'fames' b'sit' b'a' b'accumsan'.|reject;7433054|B'duis' b'at' b'a' b'tortor' b'dis' b'augue'.|accept;7433112|B'duis' b'mi' b'at'.|accept
27927;7432865|B'eros' b'et' b'a' b'netus' b'a' b'eget' b'a' b'a'.|reject;7433026|B'nunc' b'eu' b'a' b'a' b'a' b've' b'et'.|accept;7433012|B'eros' b'et' b'a' b'leo' b'dis' b'sociis' b'a' b'ad' b'dis'.|accept
27928;7432886|B'quis' b'id' b'a' b'sit' b'a' b'a'.|accept;7432935|B'ante' b'ad' b'dapibus' b'arcu' b'a' b'purus' b've' b'a' b'ut' b'a' b'a' b'a' b'ut' b'tortor' b'fusce'.|accept;7433057|B'erat' b'ad' b'a' b've' b'ad' b'a'.|reject
27929;7433106|B'enim' b'ac' b'urna'.|accept;7432915|B'pede' b'in' b'a' b'a' b'dui' b'ornare'.|reject;7433040|B'diam' b'ut' b'a' b'a' b'ut' b'a' b'a' b'viverra' b'nam'.|accept
27930;7432977|B'nibh' b'ad'.|reject;7433010|B'enim' b'ad' b'et' b'ac' b'eni' b'id'.|accept;7433061|B'nunc' b'et'.|accept
27931;7432923|B'elit' b'in' b'a' b'non' b'mattis' b'ac' b'a' b'non' b'a'.|accept;7432882|B'nibh' b'ac' b'a'.|accept;7432970|B'duis' b'at' b'ut' b'id' b'lacus' b'at' b'id' b'a' b'cras'.|reject
27932;7433111|B'nunc' b'ut' b'in' b'mus' b'a' b'a' b'vel' b'sem'.|accept;7432889|B'elit' b'in' b'ut' b'ac' b'etiam' b'a'.|accept;7433100|B'eros' b'at' b'ad' b'dui' b'eu' b'cras'.|reject
27933;7433092|B'nibh' b'id' b'a' b'nec'.|reject;7432912|B'eros' b'ad' b'a' b'a' b'ac' b'quis' b'pede' b'a' b'a' b'eget' b'mi' b'a' b'a' b'a' b'a' b'sit'.|accept;7433052|B'diam' b'in' b'euismod' b'a' b'fames' b'a' b'pellentesque' b'sit' b'a' b'nostra' b'a' b'hac' b'justo'.|accept
27934;7433014|B'odio' b'in'.|accept;7432976|B'eros' b'ut' b'a' b'nisl' b'a' b'a' b'a' b'aenean' b'dui' b'a' b'feugiat'.|accept;7432954|B'enim' b'id' b'a' b'a' b'risus' b'a' b'parturient' b've' b'et'.|reject
27935;7432981|B'eros' b'ut' b'ac' b'in' b'rutrum' b'risus' b'a' b'a' b'libero' b'nec'.|accept;7432998|B'quis' b'at'.|reject;7432887|B'duis' b've'.|accept
27936;7432934|B'nibh' b'at'.|accept;7432937|B'quis' b'ac' b'ut' b'eu' b'in'.|reject;7433011|B'cras' b'id' b'a' b'nisi' b'aenean' b'massa' b'a' b'purus' b'commodo'.|accept
27937;7433022|B'pede' b'at'.|accept;7433109|B'enim' b'ad' b'a'.|reject;7432979|B'pede' b'ac' b'a' b'platea'.|accept
27938;7432877|B'pede' b'mi' b'egestas' b'a' b'fames' b'a' b'a' b'erat'.|accept;7432961|B'duis' b've' b'a' b'a' b'mi' b'a' b'vel' b'massa' b'accumsan'.|accept;7432994|B'erat' b'ac' b'mi' b'est' b'eu' b'libero' b'litora' b'mi' b'a' b'eros' b'hac'.|reject
27939;7432926|B'nibh' b've' b'potenti' b'nisl' b'a' b'lorem' b'quis' b'ut' b'a' b'felis' b'ad' b'ut' b'augue'.|accept;7432905|B'erat' b'eu' b'mi' b've' b'vitae' b'montes' b'eu' b'a' b'a' b'a' b'at'.|reject;7432979|B'nisl' b'et' b'a'.|accept
27940;7433103|B'nisi' b'mi'.|accept;7432865|B'eros' b'ac' b'a' b'a' b'a' b'a' b'habitasse' b'id' b'a' b'cum' b'convallis' b'mauris'.|reject;7433086|B'cras' b'eu' b'a' b'duis' b'a'.|accept
27941;7433098|B'odio' b've' b'a' b'cum'.|accept;7432880|B'orci' b'in'.|accept;7432902|B'cras' b'at'.|reject
27942;7432923|B'nisi' b'ut'.|reject;7432980|B'orci' b'ad' b'a' b'a' b'a' b'a' b'a'.|accept;7432996|B'cras' b'ad' b'a' b'habitant' b'nisl' b'pharetra' b'a' b'hac' b'mattis'.|accept
27943;7432866|B'nibh' b'eu'.|accept;7432931|B'quis' b'eu' b'a' b'ut' b'sem' b'in' b'pulvinar' b'vitae' b'ac' b'eu'.|reject;7432886|B'arcu' b've' b'a' b'a' b'nec' b'a' b'per'.|accept
27944;7433034|B'ante' b'ac' b'a' b'est' b'et' b'a' b'a' b've'.|reject;7432876|B'nunc' b'at'.|accept;7432933|B'ante' b'eu' b'in' b'ad' b'sit' b'vel' b'et' b'amet'.|accept
27945;7432996|B'nisi' b'ut' b'et' b'a' b've' b'leo' b've' b'egestas' b'etiam' b'a'.|accept;7432869|B'diam' b'at' b'sodales'.|accept;7433090|B'orci' b'ad' b'a'.|reject
27946;7432949|B'nisl' b'id'.|accept;7433106|B'quis' b'ac'.|reject;7433009|B'cras' b've' b'a' b'a' b'a' b'a' b'penatibus'.|accept
27947;7432898|B'elit' b'eu' b'a' b'a' b'pretium' b'a' b'fusce' b'eget' b've' b'a'.|accept;7432972|B'arcu' b'ut'.|accept;7433062|B'ante' b'ac' b'dapibus' b'proin' b'id' b'ante' b'purus' b'ad' b'amet' b'eu' b'a' b'a' b'faucibus' b'consectetuer' b'enim'.|reject
27948;7433014|B'diam' b'eu' b'a' b'quis' b'a' b'dis' b'duis' b'a' b'lacus' b'nunc' b'nibh' b'nec' b'a' b'litora' b'hac' b'auctor' b've' b'a' b'a'.|reject;7432938|B'diam' b'at'.|accept;7432879|B'nunc' b'ut'.|accept
27949;7433083|B'quam' b'at'.|accept;7433015|B'amet' b'in' b'a' b'a'.|reject;7433084|B'quis' b'at' b'a' b'a' b'nibh' b'cursus' b'a' b'a' b'a' b'felis' b'leo' b'feugiat'.|accept
27950;7432879|B'quam' b'id'.|reject;7432954|B'enim' b'eu' b'a' b'a' b'nec' b'a' b'a' b'ornare' b'sapien' b'et'.|accept;7433083|B'nisi' b'et'.|accept
27951;7432900|B'urna' b'ad' b'a' b'nam' b'ac' b'nulla' b'commodo' b'per' b'purus' b'quam' b'a' b'a' b'a' b'non' b'a' b'a'.|accept;7433100|B'erat' b'mi' b'a' b'a' b'nibh' b'a' b'a' b'a' b'a' b'a' b'a'.|reject;7433081|B'diam' b'in'.|accept
27952;7433091|B'quam' b'ut' b'a' b'malesuada' b'sit' b'a' b'augue' b'a' b'nisi' b'a' b'a'.|accept;7432890|B'orci' b'ac' b'a' b'diam' b'dis' b'a' b'a' b'curabitur' b'nibh' b'at' b'a' b'a' b'a' b'a' b'nam'.|accept;7432957|B'elit' b'et' b'a' b'est' b'a' b'a' b'a' b'ad' b'nunc'.|reject
27953;7433038|B'arcu' b'ac' b'a' b'a' b'a' b'ad' b'pede' b'nam'.|accept;7432900|B'amet' b'eu' b'quisque' b'a' b'sed' b'a' b'at' b'leo' b'ad'.|accept;7433065|B'amet' b'ac' b'ut' b'cum' b'a'.|reject
27954;7433031|B'elit' b've' b'a' b'a'.|accept;7433080|B'nisi' b'at' b'quis' b'hac' b'cum' b'eu' b'odio' b'a'.|reject;7432952|B'cras' b'mi' b'a' b'a' b'dis' b'a'.|accept
27955;7432977|B'nisl' b'mi' b'a' b'phasellus'.|accept;7432952|B'nibh' b'ut' b'a' b'sit'.|reject;7433036|B'quis' b'ac' b'a' b'eni' b'sit' b'mi' b'a' b'id' b'a' b'tempus' b'a' b'cras'.|accept
27956;7433015|B'cras' b'in' b'a' b'a'.|reject;7433097|B'odio' b'ad' b'a' b'in' b'ad' b'a' b'et'.|accept;7433096|B'enim' b'id' b'in' b'vel' b've' b'commodo'.|accept
27957;7432886|B'erat' b'at'.|accept;7432914|B'nisi' b'in' b'et' b'sed'.|reject;7432868|B'nibh' b'in' b'a' b'cum' b'dignissim' b'orci' b'netus' b'eu' b'a'.|accept
27958;7433080|B'elit' b'ac' b'in'.|reject;7433044|B'urna' b'at' b'a' b'sit' b'varius' b'a' b'enim' b'a'.|accept;7433111|B'amet' b'ad' b'a' b'id' b'varius' b'ipsum'.|accept
27959;7433015|B'urna' b'ut'.|accept;7433085|B'cras' b'in' b'a' b'ac' b'ad' b'leo' b'egestas'.|accept;7433112|B'orci' b'at'.|reject
27960;7433054|B'eget' b'et' b'nibh' b'urna' b'magnis' b'sit' b'a' b'nulla' b'a' b'odio' b've' b'a' b'nullam'.|reject;7432928|B'eget' b've' b'a' b'a' b'ut' b'a' b'a' b'a' b'sociis' b'nec'.|accept;7432915|B'quis' b'at'.|accept
27961;7432985|B'pede' b'et'.|accept;7432921|B'amet' b'in'.|reject;7433061|B'arcu' b'ut' b'urna' b'a'.|accept
27962;7433018|B'nisi' b'eu' b'at' b'augue' b'a' b'parturient' b'ad' b'in' b'a'.|accept;7433113|B'nisl' b'mi' b'a' b'in' b've' b'a' b'a'.|reject;7432962|B'nunc' b'ut' b'a' b'venenatis' b'a' b've' b'ut' b'platea' b'non' b'a'.|accept
27963;7433092|B'nisi' b'id' b'a' b'a' b'dictum' b'vel' b'etiam' b'ad' b'a' b'a' b'a' b'a'.|accept;7432933|B'ante' b'eu' b'a'.|reject;7432986|B'orci' b'ac' b'a' b'a' b'a' b'nunc' b'ad' b'in' b'leo' b'ut'.|accept
27964;7433054|B'nisl' b'in' b'a' b'ut' b'urna' b'a'.|accept;7432918|B'odio' b'id' b'commodo' b'orci' b'a'.|reject;7432867|B'eros' b'at' b'ac' b'justo' b'in' b'consequat' b'dictum' b'sem' b'a' b'justo' b'a' b'amet' b'in'.|accept
27965;7432978|B'pede' b'et' b've' b'a' b'netus' b've' b'ac' b'nec'.|accept;7432912|B'eros' b'at'.|reject;7433069|B'ante' b'eu' b'mi' b'a' b'erat' b'a' b'sem' b'fames' b'lacus'.|accept
27966;7432956|B'enim' b'ac' b'a' b'risus' b'a' b'massa' b'a' b'a' b'erat' b'vel' b'a' b'a' b'libero' b'a' b'mi' b'a' b'mus' b'quis' b'a' b'a'.|reject;7432955|B'eget' b'mi' b'a' b'sociis'.|accept;7432912|B'urna' b'et' b'eu'.|accept
27967;7433047|B'erat' b'mi' b'a' b'a'.|accept;7432882|B'ante' b'id'.|reject;7433097|B'quam' b'in' b'quam' b'in' b'a'.|accept
27968;7432875|B'nibh' b'id' b'a' b'a' b'curae' b'et' b'phasellus'.|accept;7432915|B'eros' b'eu'.|accept;7433017|B'enim' b'et' b'a' b'fermentum' b'sollicitudin' b'ante'.|reject
27969;7432974|B'orci' b'et'.|accept;7432890|B'nibh' b'at' b'a' b'leo' b'purus' b'a' b'non'.|accept;7433056|B'eget' b'at' b'a' b'a' b'id' b've' b'mauris' b'a' b'ad' b'sem'.|reject
27970;7433026|B'arcu' b'ut' b'a' b'ut' b'hac' b'ac' b'a' b'a'.|reject;7432882|B'eros' b'mi' b'amet' b'a' b'odio' b'a' b'a' b'a' b'metus' b'mi'.|accept;7432957|B'arcu' b'at' b'a' b've' b'massa' b'a' b'a' b'a' b'magna' b'penatibus' b'dui'.|accept
27971;7433016|B'ante' b'ut' b'cras' b'vel' b'ad' b'proin' b'in' b'a' b'eu' b'a' b'tellus'.|reject;7432996|B'quis' b'eu'.|accept;7433091|B'orci' b'id' b'a' b'a' b'montes' b'ut' b'a' b'a' b'faucibus'.|accept
